gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
215781559	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		LA	Mekong River, Khong Island, off shore from rocky areas, Khong Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.15	105.816667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	336800				CC_BY_4_0					2020-11-27T03:57:24.416Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781558	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		LA	Mekong River, Ban Na Village, shore of Khong Island and into rapids, Khong Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.766667	106.45											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	336758				CC_BY_4_0					2020-11-27T03:57:24.398Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781557	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		LA	Opposite Militray Camp (Lao) on shore & into rapids, Khong Island, Khong Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.15	105.816667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	336563				CC_BY_4_0					2020-11-27T03:57:24.324Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781556	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	Mekong River, Khemmarat Amphoe, Ubon Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.887222	105.0575											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	336523				CC_BY_4_0					2020-11-27T03:57:24.411Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781555	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	Khemmarat Amphoe; group of islands some 3 miles (10-11 river markers) upstream from Khemmarat Town, Ubon Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	335911				CC_BY_4_0					2020-11-27T03:57:35.992Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781554	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	Mekong River, Ban Dan Islands just below center of town of Ban Dan, Ubon Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.533333	103.783333											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	335904				CC_BY_4_0					2020-11-27T03:57:35.918Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781553	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperma depressa		TH	Khemmarat Amphoe, Mekong River, Ubon Provinbe		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	335177				CC_BY_4_0					2020-11-27T03:57:35.902Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781550	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt		TH	Mekong River, Khemmarat Amphoe; Ubon Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	335069				CC_BY_4_0					2020-11-27T03:57:31.303Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781538	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperma depressa Brandt		TH	Mekong River, 3 miles south Kemmarat Town, Ubon Province		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	327505				CC_BY_4_0					2020-11-27T03:57:24.411Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781537	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperma depressa Brandt		LA	Ban Nuah, Khong Town, Khong Island, Mekong River		PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.15	105.816667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	327319				CC_BY_4_0					2020-11-27T03:57:35.991Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781234	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		LA	From Rocks Between Dooley Boat Landing and Wat Across River, Khong Island, Mekong River	Sithansone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.108333	105.858333											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A7242H)		DAVIS, G. M.		CC_BY_4_0					2020-11-27T03:57:31.491Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781230	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	Khematat Mekong River	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A7230J)		DAVIS, G. M.		CC_BY_4_0					2020-11-27T03:57:33.490Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781229	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	Ban Kum, Island Group, Mekong River	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	15.383333	105.5											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A7236G)		DAVIS, G. M.		CC_BY_4_0					2020-11-27T03:57:33.504Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781226	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa		TH	On Rocksheets 1000 yards above Rapids, Pibun Mangsahan, Mun River	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	15.233333	105.25											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A7234E)				CC_BY_4_0					2020-11-27T03:57:24.445Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781212	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	TH	Mouth of Mun River, Mekong River, Ban Dan Island	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	15.316667	105.516667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A6683C)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:33.490Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781211	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	TH	At bottom of River, Mekong River, Khemarat Amphoe	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340438		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:33.488Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781210	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	TH	Upstream from Khemarat About 2 Mi, 5 River Markers above Town, Mekong River	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340790 (A6606A)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:33.504Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781208	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	TH	Bottom River, Mekong River, Khemarat Amphoe	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.05	105.216667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340813 (A6608B)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:24.445Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781206	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	LA	Rocks and Shallows of Island Across from Ban Na, Mekong River, Khong Island, Ban Na Village	Sithandone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.1	105.85											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340581 (A6549E)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:24.395Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781205	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	TH	Mekong River, Ban Ke Leck	Ubon Ratchathani Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	16.033333	105.283333					0.61						6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	(A6539E)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:24.321Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DEPTH_NOT_METRIC;DEPTH_NON_NUMERIC;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781203	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	LA	Shore of Island and Into Rapids, Mekong River, Khong Island, Ban Na Village	Sithandone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.1	105.85											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340389 (A6513B)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:35.989Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781202	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	LA	In Rapids, at Center of River, to Shore Of Large Island opposite the Military Camp, Mekong River, Khong Island	Sithandone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.116667	105.866667											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340415 (A6523C)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:35.916Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781201	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	LA	Papaeng Water Falls	Sithandone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	13.933333	105.983333											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	339995 (A6207)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:35.895Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
215781200	86b50d88-f762-11e1-a439-00145eb45e9a		Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Limnoperna	Limnoperna fortunei		SPECIES	Limnoperna depressa Brandt & Temcharoen, 1971	Limnoperna depressa Brandt 1971	Brandt 1971	LA	Islands and Rapids Just at Ban Na, Mekong River, Khong Island, Ban Na Village	Sithandone Province	PRESENT		f9b67ad0-9c9b-11d9-b9db-b8a03c50a862	14.1	105.85											6531540	5855350	PRESERVED_SPECIMEN	ANSP	Malacology	340024 (A6215)		DAVIS, G.M.		CC_BY_4_0					2020-11-27T03:57:35.877Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
